dataset,question,model,distractor_count,distractor_type,prediction,EM,F1,latency_ms,recall@5,recall@10
squad,What instruments did Chopin's father play?,gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,5,topical,The father played the flute and violin.,0,0.6,0,1,1
squad,What instruments did Chopin's father play?,gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,5,hard_negative,Chopin's father played the flute and violin.,0,0.6,0,1,1
squad,What instruments did Chopin's father play?,gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,5,paraphrased_contradiction,The father played the flute and violin.,0,0.6,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,0,none,Immaterialism.,1,1.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,1,topical,Immaterialism.,1,1.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,1,hard_negative,"Along with phenomenalism, immaterialism is another term for subjective idealism.",0,0.1818,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,1,paraphrased_contradiction,Immaterialism.,1,1.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,3,topical,Immaterialism.,1,1.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,3,hard_negative,Immaterialism.,1,1.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,3,paraphrased_contradiction,Immaterialism.,1,1.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,5,topical,Immaterialism.,1,1.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,5,hard_negative,Immaterialism.,1,1.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"Along with phenomenalism, what is another term for subjective idealism?",llama31,5,paraphrased_contradiction,Immaterialism.,1,1.0,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,llama31,0,none,The Northern Xiongnu fled into the Ili River valley in AD 91.,0,0.4,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,llama31,1,topical,The Northern Xiongnu fled into the Ili River valley in AD 91.,0,0.4,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,llama31,1,hard_negative,The Northern Xiongnu fled into the Ili River valley in AD 91.,0,0.4,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,llama31,1,paraphrased_contradiction,The Northern Xiongnu fled into the Ili River valley in AD 91.,0,0.4,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,llama31,3,topical,The Northern Xiongnu fled into the Ili River valley in AD 91.,0,0.4,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,llama31,3,hard_negative,The Ili River valley.,0,0.8571,0,1,1
squad,Where did the Northern Xiongnu flee to in AD 91?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
